10091295@N02|10,17,28|gcvwrd,gcvwr3,gcvwr3|Park,Structure,Structure|39,39,39|6,6,6|38,51,73|1191029561,1191041876,1191060959
10287726@N02|2,3,8,9,17,29|gcvwrc,gcvwr2,gcvwr3,gcvwr3,gcvwr3,gcvwr3|Historical,Museum,Historical,Cultural,Structure,Structure|31,31,31,31,31,31|5,5,5,5,5,5|44,47,58,53,37,47|1375412584,1375415274,1375425858,1375421119,1375406504,1375415715
10287726@N02|1,3,17,18,29|gcvwr1,gcvwr2,gcvwr3,gcvwr1,gcvwr3|Historical,Museum,Structure,Park,Structure|31,31,31,31,31|6,6,6,6,6|55,60,42,57,42|1375509475,1375513696,1375497337,1375510509,1375497686
10287726@N02|11,17,23|gcvwrd,gcvwr3,gcvwrd|Historical,Structure,Structure|31,31,31|7,7,7|39,28,40|1375581076,1375571537,1375581641
10332960@N03|3,9,17|gcvwr2,gcvwr3,gcvwr3|Museum,Cultural,Structure|13,13,13|1,1,1|61,58,61|1332746606,1332744199,1332746489
10335112@N05|1,2,8,15,29|gcvwr1,gcvwrc,gcvwr3,gcvwr3,gcvwr3|Historical,Historical,Historical,Structure,Structure|32,32,32,32,32|6,6,6,6,6|57,36,61,58,57|1249712164,1249693678,1249716559,1249713293,1249712965
10335112@N05|10,11,23|gcvwrd,gcvwrd,gcvwrd|Park,Historical,Structure|32,32,32|7,7,7|46,47,45|1249789314,1249790102,1249788562
10340081@N02|1,3,8|gcvwr1,gcvwr2,gcvwr3|Historical,Museum,Historical|32,32,32|5,5,5|33,38,34|1249604117,1249608956,1249605497
10354154@N05|16,18,29|gcvwr3,gcvwr1,gcvwr3|Museum,Park,Structure|36,36,36|2,2,2|64,66,65|1315296567,1315297866,1315296968
10486919@N00|9,15,28|gcvwr3,gcvwr3,gcvwr3|Cultural,Structure,Structure|43,43,43|2,2,2|64,37,45|1350979253,1350955282,1350962425
105307156@N06|1,2,7|gcvwr1,gcvwrc,gcvy20|Historical,Historical,Park|31,31,31|2,2,2|63,38,42|1375170614,1375148488,1375151750
10655856@N04|9,12,22,29|gcvwr3,gcvwr0,gcvwr1,gcvwr3|Cultural,Cultural,Structure,Structure|20,20,20,20|5,5,5,5|37,51,30,42|1274404821,1274417376,1274398803,1274409470
11037560@N04|1,4,9|gcvwr1,gcvwr9,gcvwr3|Historical,Structure,Cultural|42,42,42|6,6,6|52,59,58|1192856671,1192862997,1192861907
11037560@N04|4,10,12,15,16,19|gcvwr9,gcvwrd,gcvwr0,gcvwr3,gcvwr3,gcvwr3|Structure,Park,Cultural,Structure,Museum,Structure|42,42,42,42,42,42|7,7,7,7,7,7|51,52,49,49,49,53|1192942590,1192943055,1192940945,1192940569,1192940155,1192943826
11037560@N04|4,10,19|gcvwr9,gcvwrd,gcvwr3|Structure,Park,Structure|24,24,24|3,3,3|42,42,42|1276655633,1276655974,1276655952
11037560@N04|9,15,17|gcvwr3,gcvwr3,gcvwr3|Cultural,Structure,Structure|32,32,32|6,6,6|52,46,49|1313211931,1313206844,1313209306
11037560@N04|15,19,29|gcvwr3,gcvwr3,gcvwr3|Structure,Structure,Structure|27,27,27|7,7,7|40,47,47|1341712968,1341719609,1341719821
11037560@N04|3,9,28|gcvwr2,gcvwr3,gcvwr3|Museum,Cultural,Structure|32,32,32|1,1,1|57,56,57|1375684104,1375682596,1375683894
11613952@N05|17,18,29|gcvwr3,gcvwr1,gcvwr3|Structure,Park,Structure|12,12,12|6,6,6|55,49,59|1174715929,1174710049,1174718836
11881702@N00|1,3,9,17,29|gcvwr1,gcvwr2,gcvwr3,gcvwr3,gcvwr3|Historical,Museum,Cultural,Structure,Structure|45,45,45,45,45|4,4,4,4,4|39,48,52,49,50|1289440702,1289448117,1289451929,1289449110,1289450431
11881702@N00|15,16,17|gcvwr3,gcvwr3,gcvwr3|Structure,Museum,Structure|45,45,45|5,5,5|27,28,39|1289516300,1289517046,1289526615
12061846@N00|1,8,9,10,15,19,29|gcvwr1,gcvwr3,gcvwr3,gcvwrd,gcvwr3,gcvwr3,gcvwr3|Historical,Historical,Cultural,Park,Structure,Structure,Structure|32,32,32,32,32,32,32|6,6,6,6,6,6,6|50,59,52,80,64,38,51|1281761092,1281768580,1281762406,1281787572,1281772806,1281749947,1281761213
120694055@N06|1,3,29|gcvwr1,gcvwr2,gcvwr3|Historical,Museum,Structure|12,12,12|6,6,6|36,38,36|1395450068,1395451861,1395450199
12495774@N02|3,4,7,9,29|gcvwr2,gcvwr9,gcvy20,gcvwr3,gcvwr3|Museum,Structure,Park,Cultural,Structure|47,47,47,47,47|3,3,3,3,3|25,25,25,25,25|1195597528,1195597528,1195597528,1195597528,1195597528
12495774@N02|1,3,9,15,18|gcvwr1,gcvwr2,gcvwr3,gcvwr3,gcvwr1|Historical,Museum,Cultural,Structure,Park|15,15,15,15,15|2,2,2,2,2|55,52,39,57,58|1334037456,1334034081,1334022939,1334039108,1334039597
12658277@N00|1,8,9,11|gcvwr1,gcvwr3,gcvwr3,gcvwrd|Historical,Historical,Cultural,Historical|11,11,11,11|6,6,6,6|20,7,22,28|1079125734,1079113940,1079127351,1079132583
12771303@N00|4,11,12,24|gcvwr9,gcvwrd,gcvwr0,gcvwrc|Structure,Historical,Cultural,Entertainment|46,46,46,46|1,1,1,1|36,36,36,36|1099876414,1099875841,1099876026,1099876378
12917962@N00|3,13,15,16|gcvwr2,gcvwr2,gcvwr3,gcvwr3|Museum,Cultural,Structure,Museum|33,33,33,33|6,6,6,6|46,48,46,64|1376710853,1376712468,1376710751,1376726478
12930951@N07|8,16,19|gcvwr3,gcvwr3,gcvwr3|Historical,Museum,Structure|14,14,14|5,5,5|74,74,74|1333708524,1333708927,1333708320
12982579@N00|8,9,16,19,23,29|gcvwr3,gcvwr3,gcvwr3,gcvwr3,gcvwrd,gcvwr3|Historical,Cultural,Museum,Structure,Structure,Structure|38,38,38,38,38,38|1,1,1,1,1,1|51,72,51,80,64,65|1347857119,1347876420,1347857352,1347883694,1347868840,1347870040
13518023@N03|1,24,29|gcvwr1,gcvwrc,gcvwr3|Historical,Entertainment,Structure|20,20,20|7,7,7|42,57,37|1368931148,1368944269,1368926680
13518023@N03|1,3,8,16,19,28,29|gcvwr1,gcvwr2,gcvwr3,gcvwr3,gcvwr3,gcvwr3,gcvwr3|Historical,Museum,Historical,Museum,Structure,Structure,Structure|14,14,14,14,14,14,14|7,7,7,7,7,7,7|61,48,57,60,56,48,62|1396769086,1396757307,1396765389,1396768233,1396764182,1396757619,1396769752
13996991@N07|10,15,19,23|gcvwrd,gcvwr3,gcvwr3,gcvwrd|Park,Structure,Structure,Structure|13,13,13,13|6,6,6,6|60,65,57,59|1333177724,1333182077,1333175044,1333176925
13996991@N07|1,3,9,29|gcvwr1,gcvwr2,gcvwr3,gcvwr3|Historical,Museum,Cultural,Structure|14,14,14,14|1,1,1,1|60,55,59,68|1333350880,1333346195,1333349389,1333357370
14057878@N00|3,9,29|gcvwr2,gcvwr3,gcvwr3|Museum,Cultural,Structure|33,33,33|5,5,5|83,82,82|1218804384,1218804029,1218803828
14057878@N00|8,13,15,18|gcvwr3,gcvwr2,gcvwr3,gcvwr1|Historical,Cultural,Structure,Park|43,43,43,43|2,2,2,2|49,86,52,55|1224563244,1224596074,1224565207,1224568683
14057878@N00|9,17,28,29|gcvwr3,gcvwr3,gcvwr3,gcvwr3|Cultural,Structure,Structure,Structure|43,43,43,43|3,3,3,3|53,60,49,52|1224652564,1224659441,1224649467,1224652309
14146962@N07|1,8,29|gcvwr1,gcvwr3,gcvwr3|Historical,Historical,Structure|39,39,39|5,5,5|16,15,16|1033071086,1033069584,1033071079
14360576@N06|1,3,8,9,10,11,12,15,17,18,23,29|gcvwr1,gcvwr2,gcvwr3,gcvwr3,gcvwrd,gcvwrd,gcvwr0,gcvwr3,gcvwr3,gcvwr1,gcvwrd,gcvwr3|Historical,Museum,Historical,Cultural,Park,Historical,Cultural,Structure,Structure,Park,Structure,Structure|35,35,35,35,35,35,35,35,35,35,35,35|6,6,6,6,6,6,6,6,6,6,6,6|80,74,59,80,56,55,51,60,53,60,56,76|1346501503,1346495838,1346482668,1346501018,1346480012,1346478874,1346475245,1346483348,1346477155,1346483676,1346479549,1346497473
14360576@N06|7,20,21|gcvy20,gcvwrh,gcvwry|Park,Park,Structure|35,35,35|7,7,7|36,51,47|1346548289,1346561904,1346557781
14360576@N06|9,14,24|gcvwr3,gcvwqb,gcvwrc|Cultural,Structure,Entertainment|36,36,36|2,2,2|83,44,70|1346763468,1346727876,1346751351
14360576@N06|9,10,12,14,19,22,23,29|gcvwr3,gcvwrd,gcvwr0,gcvwqb,gcvwr3,gcvwr1,gcvwrd,gcvwr3|Cultural,Park,Cultural,Structure,Structure,Structure,Structure,Structure|36,36,36,36,36,36,36,36|4,4,4,4,4,4,4,4|86,82,72,63,80,73,84,87|1346938800,1346935236,1346926380,1346917891,1346933073,1346927041,1346936632,1346939111
14360576@N06|9,15,19,29|gcvwr3,gcvwr3,gcvwr3,gcvwr3|Cultural,Structure,Structure,Structure|36,36,36,36|5,5,5,5|54,52,57,55|1346996372,1346994541,1346998766,1346997549
14711846@N00|10,11,15|gcvwrd,gcvwrd,gcvwr3|Park,Historical,Structure|28,28,28|3,3,3|66,66,67|1310546076,1310546048,1310547531
14711846@N00|1,2,4,8,9,17,19,29|gcvwr1,gcvwrc,gcvwr9,gcvwr3,gcvwr3,gcvwr3,gcvwr3,gcvwr3|Historical,Historical,Structure,Historical,Cultural,Structure,Structure,Structure|28,28,28,28,28,28,28,28|4,4,4,4,4,4,4,4|40,59,51,41,40,30,29,41|1310609026,1310625952,1310619244,1310610174,1310609421,1310600391,1310599010,1310609918
14869313@N00|2,4,15|gcvwrc,gcvwr9,gcvwr3|Historical,Structure,Structure|20,20,20|6,6,6|34,34,30|1148085649,1148085538,1148081933
14915235@N00|3,9,12|gcvwr2,gcvwr3,gcvwr0|Museum,Cultural,Cultural|3,3,3|7,7,7|41,41,47|1327199374,1327198696,1327204010
